Cell	WGCNAcluster	Name	Age_in_Weeks	RegionName	Laminae	Area	cell type
S46.F10	oRG	Sample23	21.5	Cortex	CP	V1	Outer Radial Glia
S46.H10	IN-CTX-MGE1	Sample23	21.5	Cortex	CP	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S46.A11	IN-CTX-CGE2	Sample23	21.5	Cortex	CP	V1	CGE/LGE-derived inhibitory neurons
S46.B11	nEN-late	Sample23	21.5	Cortex	CP	V1	Newborn Excitatory Neuron - late born
S46.C11	nEN-early2	Sample23	21.5	Cortex	CP	V1	Newborn Excitatory Neuron - early born
S46.E11	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	V1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S46.F11	nEN-early2	Sample23	21.5	Cortex	CP	V1	Newborn Excitatory Neuron - early born
S46.G11	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	V1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S46.A12	RG-div2	Sample23	21.5	Cortex	CP	V1	Dividing Radial Glia (S-phase)
S46.B12	nEN-early2	Sample23	21.5	Cortex	CP	V1	Newborn Excitatory Neuron - early born
S46.C12	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	V1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S46.D12	IN-CTX-CGE2	Sample23	21.5	Cortex	CP	V1	CGE/LGE-derived inhibitory neurons
S46.F12	nEN-late	Sample23	21.5	Cortex	CP	V1	Newborn Excitatory Neuron - late born
S47.C1	IN-CTX-MGE1	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S47.D1	OPC	Sample23	21.5	Cortex	CP	M1	Oligodendrocyte progenitor cell
S47.F1	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.G1	IPC-nEN1	Sample23	21.5	Cortex	CP	M1	Intermediate Progenitor Cells EN-like
S47.H1	oRG	Sample23	21.5	Cortex	CP	M1	Outer Radial Glia
S47.D2	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.H2	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.A3	IN-CTX-CGE2	Sample23	21.5	Cortex	CP	M1	CGE/LGE-derived inhibitory neurons
S47.B3	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.F3	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S47.G3	EN-PFC3	Sample23	21.5	Cortex	CP	M1	Early and Late Born Excitatory Neuron PFC
S47.H3	OPC	Sample23	21.5	Cortex	CP	M1	Oligodendrocyte progenitor cell
S47.A4	IN-CTX-CGE2	Sample23	21.5	Cortex	CP	M1	CGE/LGE-derived inhibitory neurons
S47.B4	Mural	Sample23	21.5	Cortex	CP	M1	Mural/Pericyte
S47.F4	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.H4	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S47.A5	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.B5	Endothelial	Sample23	21.5	Cortex	CP	M1	Endothelial
S47.C5		Sample23	21.5	Cortex	CP	M1	None
S47.D5	Mural	Sample23	21.5	Cortex	CP	M1	Mural/Pericyte
S47.E5	Mural	Sample23	21.5	Cortex	CP	M1	Mural/Pericyte
S47.F5	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.H5	IN-CTX-MGE1	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S47.B6	Endothelial	Sample23	21.5	Cortex	CP	M1	Endothelial
S47.C6	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S47.E6	oRG	Sample23	21.5	Cortex	CP	M1	Outer Radial Glia
S47.F6	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S47.G6	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.H6	nEN-early2	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - early born
S47.A7	IN-CTX-CGE1	Sample23	21.5	Cortex	CP	M1	CGE/LGE-derived inhibitory neurons
S47.B7	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S47.C7	IN-CTX-CGE2	Sample23	21.5	Cortex	CP	M1	CGE/LGE-derived inhibitory neurons
S47.D7	IN-CTX-CGE1	Sample23	21.5	Cortex	CP	M1	CGE/LGE-derived inhibitory neurons
S47.E7	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S47.F7	RG-div1	Sample23	21.5	Cortex	CP	M1	Dividing Radial Glia (G2/M-phase)
S47.H7	Astrocyte	Sample23	21.5	Cortex	CP	M1	Astocyte
S47.A8	nEN-early2	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - early born
S47.B8		Sample23	21.5	Cortex	CP	M1	None
S47.C8	IN-CTX-CGE1	Sample23	21.5	Cortex	CP	M1	CGE/LGE-derived inhibitory neurons
S47.D8	Astrocyte	Sample23	21.5	Cortex	CP	M1	Astocyte
S47.E8	IN-CTX-CGE2	Sample23	21.5	Cortex	CP	M1	CGE/LGE-derived inhibitory neurons
S47.A9	IN-CTX-MGE2	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S47.B9	nEN-early2	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - early born
S47.C9	nEN-early2	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - early born
S47.E9	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.G9	Astrocyte	Sample23	21.5	Cortex	CP	M1	Astocyte
S47.A10	IN-CTX-CGE1	Sample23	21.5	Cortex	CP	M1	CGE/LGE-derived inhibitory neurons
S47.B10	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.C10	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.G10	IPC-nEN1	Sample23	21.5	Cortex	CP	M1	Intermediate Progenitor Cells EN-like
S47.A11	IN-CTX-MGE1	Sample23	21.5	Cortex	CP	M1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S47.B11	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.C11	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.E11	Astrocyte	Sample23	21.5	Cortex	CP	M1	Astocyte
S47.F11	Endothelial	Sample23	21.5	Cortex	CP	M1	Endothelial
S47.D12	OPC	Sample23	21.5	Cortex	CP	M1	Oligodendrocyte progenitor cell
S47.F12	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.G12	nEN-late	Sample23	21.5	Cortex	CP	M1	Newborn Excitatory Neuron - late born
S47.H12	oRG	Sample23	21.5	Cortex	CP	M1	Outer Radial Glia
S48.D7	Endothelial	Sample24	37.0	Cortex	CP	PFC	Endothelial
S48.E7	Endothelial	Sample24	37.0	Cortex	CP	PFC	Endothelial
S48.G7	Astrocyte	Sample24	37.0	Cortex	CP	PFC	Astocyte
S48.H7	Endothelial	Sample24	37.0	Cortex	CP	PFC	Endothelial
S48.G8	Microglia	Sample24	37.0	Cortex	CP	PFC	Micrgolia
S48.B9	Astrocyte	Sample24	37.0	Cortex	CP	PFC	Astocyte
S48.C9	Endothelial	Sample24	37.0	Cortex	CP	PFC	Endothelial
S48.D9	Microglia	Sample24	37.0	Cortex	CP	PFC	Micrgolia
S48.A11	Microglia	Sample24	37.0	Cortex	CP	PFC	Micrgolia
S49.G1	Microglia	Sample24	37.0	Cortex	CP	V1	Micrgolia
S49.A2	Microglia	Sample24	37.0	Cortex	CP	V1	Micrgolia
S49.G3	Microglia	Sample24	37.0	Cortex	CP	V1	Micrgolia
S49.H3	Microglia	Sample24	37.0	Cortex	CP	V1	Micrgolia
S49.A4	Microglia	Sample24	37.0	Cortex	CP	V1	Micrgolia
S49.H4		Sample24	37.0	Cortex	CP	V1	None
S49.B5	Microglia	Sample24	37.0	Cortex	CP	V1	Micrgolia
S49.F5	Microglia	Sample24	37.0	Cortex	CP	V1	Micrgolia
S49.D6	Glyc	Sample24	37.0	Cortex	CP	V1	Glycolysis
S49.D12	Endothelial	Sample24	37.0	Cortex	CP	0	Endothelial
S50.B1	Microglia	Sample24	37.0	Cortex	CP	PFC	Micrgolia
S50.A2	Microglia	Sample24	37.0	Cortex	CP	PFC	Micrgolia
S50.E2	Microglia	Sample24	37.0	Cortex	CP	PFC	Micrgolia
S50.G2	Microglia	Sample24	37.0	Cortex	CP	PFC	Micrgolia
S50.D3	Endothelial	Sample24	37.0	Cortex	CP	PFC	Endothelial
S50.H5	Endothelial	Sample24	37.0	Cortex	CP	PFC	Endothelial
S50.G6	Mural	Sample24	37.0	Cortex	CP	PFC	Mural/Pericyte
S50.D7	MGE-IPC1	Sample9	11.0	GE	0	MGE	MGE Progenitors
S50.E7	MGE-div	Sample9	11.0	GE	0	MGE	dividing MGE Progenitors
S50.F7	MGE-IPC2	Sample9	11.0	GE	0	MGE	MGE Progenitors
S50.G7	MGE-div	Sample9	11.0	GE	0	MGE	dividing MGE Progenitors
S50.H7	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S50.A8	IN-CTX-CGE1	Sample9	11.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S50.B8	MGE-RG2	Sample9	11.0	GE	0	MGE	MGE Radial Glia 2
S50.C8	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S50.D8	MGE-IPC2	Sample9	11.0	GE	0	MGE	MGE Progenitors
S50.F8	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S50.G8	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S50.H8	IN-STR	Sample9	11.0	GE	0	MGE	Striatal neurons
S50.A9	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S50.B9	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S50.C9	MGE-RG2	Sample9	11.0	GE	0	MGE	MGE Radial Glia 2
S50.D9	MGE-RG1	Sample9	11.0	GE	0	MGE	MGE Radial Glia 1
S50.E9	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S50.G9	nEN-early2	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S50.A10	EN-PFC1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S50.B10	vRG	Sample9	11.0	Cortex	All	PFC	Ventricular Radial Glia
S50.C10	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S50.D10	EN-PFC1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S50.E10	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S50.F10	nEN-early2	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S50.G10	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S50.H10	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S50.A11	vRG	Sample9	11.0	Cortex	All	PFC	Ventricular Radial Glia
S50.B11	RG-div2	Sample9	11.0	Cortex	All	PFC	Dividing Radial Glia (S-phase)
S50.C11	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S50.D11	nEN-early1	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S50.F11	OPC	Sample9	11.0	Cortex	All	PFC	Oligodendrocyte progenitor cell
S50.G11	RG-div2	Sample9	11.0	Cortex	All	PFC	Dividing Radial Glia (S-phase)
S50.H11	RG-div2	Sample9	11.0	Cortex	All	PFC	Dividing Radial Glia (S-phase)
S50.A12	EN-PFC1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S50.B12	RG-div2	Sample9	11.0	Cortex	All	PFC	Dividing Radial Glia (S-phase)
S50.C12	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S50.D12	nEN-early2	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S50.E12	EN-PFC1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S50.F12	vRG	Sample9	11.0	Cortex	All	0	Ventricular Radial Glia
S50.G12	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S50.H12	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S51.A1	nEN-early2	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S51.B1	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S51.C1	IPC-div1	Sample9	11.0	Cortex	All	0	Dividing Intermediate Progenitor Cells RG-like
S51.D1	EN-PFC1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron PFC
S51.E1	tRG	Sample9	11.0	Cortex	All	0	Truncated Radial Glia
S51.F1	IPC-nEN2	Sample9	11.0	Cortex	All	0	Intermediate Progenitor Cells EN-like
S51.G1	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S51.H1	IPC-nEN1	Sample9	11.0	Cortex	All	0	Intermediate Progenitor Cells EN-like
S51.A2	RG-div1	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (G2/M-phase)
S51.B2	nEN-early1	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S51.C2	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S51.D2	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S51.F2	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S51.H2	IN-CTX-MGE1	Sample9	11.0	Cortex	All	0	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S51.G2	EN-V1-1	Sample10	14.5	Cortex	VZ	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S51.C3	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S51.D3	IPC-div1	Sample10	14.5	Cortex	VZ	0	Dividing Intermediate Progenitor Cells RG-like
S51.E3	IPC-nEN3	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S51.F3	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S51.G3	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S51.H3	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S51.A4	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S51.B4	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S51.D4	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S51.D7	nIN2	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.E7	MGE-IPC1	Sample12	13.0	GE	0	MGE	MGE Progenitors
S51.F7	nIN2	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.G7	nIN5	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.H7	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.A8	IN-CTX-CGE1	Sample12	13.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S51.B8	MGE-RG1	Sample12	13.0	GE	0	MGE	MGE Radial Glia 1
S51.C8	IN-STR	Sample12	13.0	GE	0	MGE	Striatal neurons
S51.D8	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.E8	MGE-IPC2	Sample12	13.0	GE	0	MGE	MGE Progenitors
S51.F8	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.G8	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.A9	MGE-RG2	Sample12	13.0	GE	0	MGE	MGE Radial Glia 2
S51.B9	MGE-IPC3	Sample12	13.0	GE	0	MGE	MGE Progenitors
S51.C9	IN-STR	Sample12	13.0	GE	0	MGE	Striatal neurons
S51.D9	MGE-IPC1	Sample12	13.0	GE	0	MGE	MGE Progenitors
S51.E9	nIN2	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.F9	MGE-RG2	Sample12	13.0	GE	0	MGE	MGE Radial Glia 2
S51.G9	MGE-IPC2	Sample12	13.0	GE	0	MGE	MGE Progenitors
S51.H9	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S51.A10	MGE-IPC3	Sample12	13.0	GE	0	MGE	MGE Progenitors
S51.B10	MGE-IPC2	Sample12	13.0	GE	0	MGE	MGE Progenitors
S51.C10	RG-div1	Sample12	13.0	Cortex	VZ	PFC	Dividing Radial Glia (G2/M-phase)
S51.D10	IN-CTX-MGE1	Sample12	13.0	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S51.E10	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S51.F10	RG-div2	Sample12	13.0	Cortex	VZ	PFC	Dividing Radial Glia (S-phase)
S51.G10	nEN-early2	Sample12	13.0	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
S51.H10	vRG	Sample12	13.0	Cortex	VZ	PFC	Ventricular Radial Glia
S51.A11	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S51.C11	RG-div1	Sample12	13.0	Cortex	VZ	PFC	Dividing Radial Glia (G2/M-phase)
S51.D11	RG-div1	Sample12	13.0	Cortex	VZ	PFC	Dividing Radial Glia (G2/M-phase)
S51.E11	IPC-div1	Sample12	13.0	Cortex	VZ	PFC	Dividing Intermediate Progenitor Cells RG-like
S51.F11	IN-CTX-CGE1	Sample12	13.0	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
S51.G11	IN-CTX-MGE1	Sample12	13.0	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S51.H11	IPC-nEN1	Sample12	13.0	Cortex	VZ	PFC	Intermediate Progenitor Cells EN-like
S51.A12	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S51.B12	IN-CTX-CGE2	Sample12	13.0	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
S51.C12	IPC-div1	Sample12	13.0	Cortex	VZ	PFC	Dividing Intermediate Progenitor Cells RG-like
S51.D12	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S51.E12	nEN-early2	Sample12	13.0	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
S51.F12	oRG	Sample12	13.0	Cortex	VZ	PFC	Outer Radial Glia
S51.H12	RG-div2	Sample12	13.0	Cortex	VZ	PFC	Dividing Radial Glia (S-phase)
S52.B1	nEN-early2	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
S52.C1	nEN-late	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
S52.D1	nEN-late	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
S52.F1	IPC-nEN2	Sample12	13.0	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
S52.G1	IPC-nEN2	Sample12	13.0	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
S52.B2	IPC-nEN2	Sample12	13.0	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
S52.D2	oRG	Sample12	13.0	Cortex	SVZ	PFC	Outer Radial Glia
S52.E2	nEN-early2	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
S52.G2	IPC-div1	Sample12	13.0	Cortex	SVZ	PFC	Dividing Intermediate Progenitor Cells RG-like
S52.H2	IPC-nEN2	Sample12	13.0	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
S52.B3	IN-CTX-MGE1	Sample12	13.0	Cortex	SVZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S52.C3	nEN-early2	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
S52.D3	nEN-late	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
S52.E3	nEN-late	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
S52.F3	IPC-div1	Sample12	13.0	Cortex	SVZ	PFC	Dividing Intermediate Progenitor Cells RG-like
S52.C4	EN-PFC3	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S52.E4	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S52.F4	EN-PFC3	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S52.G4	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S52.B5	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S52.C5	IN-CTX-CGE1	Sample12	13.0	Cortex	CP	PFC	CGE/LGE-derived inhibitory neurons
S52.D5	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S52.E5	IN-CTX-CGE2	Sample12	13.0	Cortex	CP	PFC	CGE/LGE-derived inhibitory neurons
S52.F5	IN-CTX-CGE2	Sample12	13.0	Cortex	CP	PFC	CGE/LGE-derived inhibitory neurons
S52.G5	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S52.H5	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S52.A6	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S52.B6	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S52.F6	IN-CTX-MGE1	Sample11	19.0	GE	0	MGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S52.C7		Sample11	19.0	GE	0	MGE	None
S52.D7	nIN3	Sample11	19.0	GE	0	MGE	MGE newborn neurons
S52.E7	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S52.F7	oRG	Sample11	19.0	GE	0	MGE	Outer Radial Glia
S52.G7	IN-CTX-CGE2	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S52.H7	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S52.A8	nIN2	Sample11	19.0	GE	0	MGE	MGE newborn neurons
S52.B8	MGE-div	Sample11	19.0	GE	0	MGE	dividing MGE Progenitors
S52.D8	IN-CTX-MGE1	Sample11	19.0	GE	0	MGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S52.E8	nIN5	Sample11	19.0	GE	0	MGE	MGE newborn neurons
S52.G8	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S52.H8	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S52.A9	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S52.D9	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S52.E9	IN-CTX-MGE1	Sample11	19.0	GE	0	MGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S52.F9	MGE-IPC2	Sample13	14.2	GE	0	MGE	MGE Progenitors
S52.G9	IN-CTX-CGE1	Sample13	14.2	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S52.H9	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.A10	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.B10	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.C10	MGE-IPC1	Sample13	14.2	GE	0	MGE	MGE Progenitors
S52.D10	MGE-IPC3	Sample13	14.2	GE	0	MGE	MGE Progenitors
S52.E10	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.F10	MGE-div	Sample13	14.2	GE	0	MGE	dividing MGE Progenitors
S52.G10	MGE-RG1	Sample13	14.2	GE	0	MGE	MGE Radial Glia 1
S52.A11	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.B11	MGE-RG2	Sample13	14.2	GE	0	MGE	MGE Radial Glia 2
S52.C11	nIN1	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.D11	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.E11	MGE-div	Sample13	14.2	GE	0	MGE	dividing MGE Progenitors
S52.F11	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.G11	MGE-div	Sample13	14.2	GE	0	MGE	dividing MGE Progenitors
S52.H11	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.A12	nIN1	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.B12	MGE-IPC3	Sample13	14.2	GE	0	MGE	MGE Progenitors
S52.C12	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.D12	MGE-IPC3	Sample13	14.2	GE	0	MGE	MGE Progenitors
S52.E12	nIN4	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S52.F12	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S52.G12	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S52.H12	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S53.A1	vRG	Sample13	14.2	Cortex	All	PFC	Ventricular Radial Glia
S53.B1	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S53.D1	vRG	Sample13	14.2	Cortex	All	PFC	Ventricular Radial Glia
S53.E1	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S53.F1	vRG	Sample13	14.2	Cortex	All	PFC	Ventricular Radial Glia
S53.G1	OPC	Sample13	14.2	Cortex	All	PFC	Oligodendrocyte progenitor cell
S53.H1	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S53.A2	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S53.B2	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S53.C2	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
