Cell	WGCNAcluster	Name	Age_in_Weeks	RegionName	Laminae	Area	cell type
Hi_GW21_4.Hi_GW21_4	Glyc	Sample1	19.0	Cortex	All	0	Glycolysis
Hi_GW21_5.Hi_GW21_5	tRG	Sample1	19.0	Cortex	All	0	Truncated Radial Glia
Hi_GW21_8.Hi_GW21_8	RG-div1	Sample1	19.0	Cortex	All	0	Dividing Radial Glia (G2/M-phase)
Hi_GW21_1.Hi_GW21_1	nEN-early2	Sample1	19.0	Cortex	All	0	Newborn Excitatory Neuron - early born
Hi_GW21_2.Hi_GW21_2	nEN-early2	Sample1	19.0	Cortex	All	0	Newborn Excitatory Neuron - early born
Hi_GW21_3.Hi_GW21_3	nEN-late	Sample1	19.0	Cortex	All	0	Newborn Excitatory Neuron - late born
Hi_GW21_7.Hi_GW21_7	EN-V1-2	Sample1	19.0	Cortex	All	0	Early and Late Born Excitatory Neuron V1
Hi_GW21_6.Hi_GW21_6	EN-V1-2	Sample1	19.0	Cortex	All	0	Early and Late Born Excitatory Neuron V1
Hi_GW16_11.Hi_GW16_11	vRG	Sample2	14.0	Cortex	SVZ	0	Ventricular Radial Glia
Hi_GW16_3.Hi_GW16_3	RG-div2	Sample2	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
Hi_GW16_4.Hi_GW16_4	RG-div2	Sample2	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
Hi_GW16_1.Hi_GW16_1	nEN-early2	Sample2	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
Hi_GW16_10.Hi_GW16_10	IN-CTX-CGE1	Sample2	14.0	Cortex	SVZ	0	CGE/LGE-derived inhibitory neurons
Hi_GW16_2.Hi_GW16_2	IN-CTX-CGE1	Sample2	14.0	Cortex	SVZ	0	CGE/LGE-derived inhibitory neurons
Hi_GW16_8.Hi_GW16_8	nEN-late	Sample2	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - late born
Hi_GW16_9.Hi_GW16_9	IN-CTX-CGE2	Sample2	14.0	Cortex	SVZ	0	CGE/LGE-derived inhibitory neurons
Hi_GW16_13.Hi_GW16_13	vRG	Sample2	14.0	Cortex	VZ	0	Ventricular Radial Glia
Hi_GW16_14.Hi_GW16_14	IPC-div2	Sample2	14.0	Cortex	VZ	0	Intermediate Progenitor Cells RG-like
Hi_GW16_15.Hi_GW16_15	RG-div2	Sample2	14.0	Cortex	VZ	0	Dividing Radial Glia (S-phase)
Hi_GW16_16.Hi_GW16_16	oRG	Sample2	14.0	Cortex	VZ	0	Outer Radial Glia
Hi_GW16_17.Hi_GW16_17	tRG	Sample2	14.0	Cortex	VZ	0	Truncated Radial Glia
Hi_GW16_18.Hi_GW16_18	RG-div2	Sample2	14.0	Cortex	VZ	0	Dividing Radial Glia (S-phase)
Hi_GW16_20.Hi_GW16_20	tRG	Sample2	14.0	Cortex	VZ	0	Truncated Radial Glia
Hi_GW16_25.Hi_GW16_25	tRG	Sample2	14.0	Cortex	VZ	0	Truncated Radial Glia
Hi_GW16_12.Hi_GW16_12	nEN-early2	Sample2	14.0	Cortex	VZ	0	Newborn Excitatory Neuron - early born
Hi_GW16_19.Hi_GW16_19	nEN-late	Sample2	14.0	Cortex	VZ	0	Newborn Excitatory Neuron - late born
Hi_GW16_24.Hi_GW16_24	IPC-nEN1	Sample2	14.0	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
Hi_GW16_26.Hi_GW16_26	IN-CTX-CGE1	Sample2	14.0	Cortex	VZ	0	CGE/LGE-derived inhibitory neurons
Hi_GW16_21.Hi_GW16_21	nEN-early2	Sample2	14.0	Cortex	VZ	0	Newborn Excitatory Neuron - early born
O1.A1	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O1.B1	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O1.C1	IPC-div2	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O1.D1	IPC-div1	Sample3	18.5	Cortex	VZ	V1	Dividing Intermediate Progenitor Cells RG-like
O1.E1	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O1.F1	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.G1	OPC	Sample3	18.5	Cortex	VZ	V1	Oligodendrocyte progenitor cell
O1.H1	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O1.A2	IPC-div2	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O1.C2	IN-CTX-MGE2	Sample3	18.5	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
O1.D2	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.E2	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.F2	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O1.G2	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.B3	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.C3	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.D3	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.E3	Mural	Sample3	18.5	Cortex	VZ	V1	Mural/Pericyte
O1.A4	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.B4	IPC-div2	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O1.C4	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.D4	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.E4	IPC-div1	Sample3	18.5	Cortex	VZ	V1	Dividing Intermediate Progenitor Cells RG-like
O1.F4	IPC-nEN3	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O1.G4	RG-div1	Sample3	18.5	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O1.B5	IN-CTX-MGE1	Sample3	18.5	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O1.C5	IPC-div1	Sample3	18.5	Cortex	VZ	V1	Dividing Intermediate Progenitor Cells RG-like
O1.E5	IN-CTX-MGE1	Sample3	18.5	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O1.F5	IN-CTX-CGE2	Sample3	18.5	Cortex	VZ	V1	CGE/LGE-derived inhibitory neurons
O1.G5	IPC-nEN3	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O1.B6	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O1.C6	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.D6	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.E6	oRG	Sample3	18.5	Cortex	VZ	V1	Outer Radial Glia
O1.F6	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.G6	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.C7	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.E7	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.F7	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.G7	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O1.B8	IN-CTX-MGE1	Sample3	18.5	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O1.H8	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.A9	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.B9	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.C9	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.F9	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.H9	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O1.A10	IN-CTX-CGE2	Sample3	18.5	Cortex	VZ	V1	CGE/LGE-derived inhibitory neurons
O1.B10	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O1.D10	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.E10	IN-CTX-MGE2	Sample3	18.5	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
O1.H10	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O1.C11	IPC-div2	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O1.D11	IPC-div2	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O1.E11	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.G11	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O1.H11	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.A12	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O1.B12	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.C12	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.D12	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O1.E12	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O1.G12	OPC	Sample3	18.5	Cortex	VZ	V1	Oligodendrocyte progenitor cell
O1.H12	IPC-nEN3	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.A1	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O2.B1	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O2.C1	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.F1	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O2.G1	RG-div2	Sample3	18.5	Cortex	VZ	V1	Dividing Radial Glia (S-phase)
O2.H1	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.A2	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.D2	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.F2	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.G2	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.H2	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.A3	IPC-nEN3	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.C3	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.F3	IPC-div2	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O2.H3	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.A4	IPC-nEN3	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.C4	IN-CTX-MGE1	Sample3	18.5	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O2.F4	IPC-div2	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O2.H4	IPC-div1	Sample3	18.5	Cortex	VZ	V1	Dividing Intermediate Progenitor Cells RG-like
O2.B5	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.D5	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.E5	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.G5	IN-CTX-CGE2	Sample3	18.5	Cortex	VZ	V1	CGE/LGE-derived inhibitory neurons
O2.A6	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.C6	IPC-nEN3	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.D6	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.F6	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.G6	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.H6	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.A7	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.D7	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.E7	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.G7	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.H7	RG-div2	Sample3	18.5	Cortex	VZ	V1	Dividing Radial Glia (S-phase)
O2.B8	IN-CTX-MGE1	Sample3	18.5	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O2.C8	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.D8	vRG	Sample3	18.5	Cortex	VZ	V1	Ventricular Radial Glia
O2.F8	RG-div2	Sample3	18.5	Cortex	VZ	V1	Dividing Radial Glia (S-phase)
O2.H8	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.C9	IN-CTX-MGE2	Sample3	18.5	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
O2.E9	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.F9	IPC-nEN3	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.G9	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O2.H9	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.A10	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.B10	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O2.C10	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.F10	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.G10	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.H10	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.A11	IPC-div2	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O2.B11	IN-CTX-CGE2	Sample3	18.5	Cortex	VZ	V1	CGE/LGE-derived inhibitory neurons
O2.D11	IPC-nEN1	Sample3	18.5	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O2.E11	tRG	Sample3	18.5	Cortex	VZ	V1	Truncated Radial Glia
O2.G11	RG-div2	Sample3	18.5	Cortex	VZ	V1	Dividing Radial Glia (S-phase)
O2.H11	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.B12	nEN-early2	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O2.G12	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O2.H12	nEN-late	Sample3	18.5	Cortex	VZ	V1	Newborn Excitatory Neuron - late born
O4.A1	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.E1	vRG	Sample4	14.0	Cortex	SVZ	0	Ventricular Radial Glia
O4.F1	IN-CTX-MGE1	Sample4	14.0	Cortex	SVZ	0	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O4.G1	IPC-nEN2	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells EN-like
O4.H1	IPC-nEN1	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells EN-like
O4.A2	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.B2	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.C2	IPC-div2	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells RG-like
O4.E2	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.F2	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.G2	IPC-div2	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells RG-like
O4.H2	IPC-div2	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells RG-like
O4.B3	nEN-late	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - late born
O4.C3	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.D3	IN-CTX-CGE2	Sample4	14.0	Cortex	SVZ	0	CGE/LGE-derived inhibitory neurons
O4.E3	nEN-late	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - late born
O4.F3	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.G3	nEN-late	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - late born
O4.A4	IPC-div2	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells RG-like
O4.C4	IPC-nEN2	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells EN-like
O4.E4	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.F4	OPC	Sample4	14.0	Cortex	SVZ	0	Oligodendrocyte progenitor cell
O4.G4	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.A5	IN-CTX-MGE2	Sample4	14.0	Cortex	SVZ	0	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
O4.B5	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.F5	IN-CTX-MGE1	Sample4	14.0	Cortex	SVZ	0	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O4.G5	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.A6	nEN-late	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - late born
O4.B6	IPC-nEN1	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells EN-like
O4.D6	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.F6	IN-CTX-CGE2	Sample4	14.0	Cortex	SVZ	0	CGE/LGE-derived inhibitory neurons
O4.G6	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.A7	IPC-nEN1	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells EN-like
O4.B7	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.C7	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.D7	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.E7	oRG	Sample4	14.0	Cortex	SVZ	0	Outer Radial Glia
O4.F7	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.G7	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.H7	IPC-div2	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells RG-like
O4.A8	IPC-nEN1	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells EN-like
O4.B8	IPC-div1	Sample4	14.0	Cortex	SVZ	0	Dividing Intermediate Progenitor Cells RG-like
O4.C8	IPC-nEN3	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells EN-like
O4.D8	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.E8	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.F8	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.G8	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.H8	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.A9	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.B9	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.C9	nEN-late	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - late born
O4.D9	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.E9	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.F9	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.G9	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.H9	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.B10	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.E10	vRG	Sample4	14.0	Cortex	SVZ	0	Ventricular Radial Glia
O4.F10	RG-div1	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (G2/M-phase)
O4.G10	nEN-late	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - late born
O4.C11	IPC-div2	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells RG-like
O4.D11	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.E11	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.H11	nEN-early2	Sample4	14.0	Cortex	SVZ	0	Newborn Excitatory Neuron - early born
O4.A12	RG-div2	Sample4	14.0	Cortex	SVZ	0	Dividing Radial Glia (S-phase)
O4.D12	IN-CTX-MGE1	Sample4	14.0	Cortex	SVZ	0	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O4.F12	oRG	Sample4	14.0	Cortex	SVZ	0	Outer Radial Glia
O4.H12	IPC-nEN1	Sample4	14.0	Cortex	SVZ	0	Intermediate Progenitor Cells EN-like
O7.B1	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.C1	IPC-nEN1	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.D1	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.F1	IPC-nEN3	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.C2	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.D2	oRG	Sample5	14.7	Cortex	VZ	V1	Outer Radial Glia
O7.F2	nEN-early2	Sample5	14.7	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O7.A3	IPC-nEN1	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.C3	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.D3	IPC-nEN1	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.F3	IPC-nEN1	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.H3	oRG	Sample5	14.7	Cortex	VZ	V1	Outer Radial Glia
O7.D4	IPC-nEN3	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.F4	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.H4	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.A5	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.D5	IN-CTX-MGE1	Sample5	14.7	Cortex	VZ	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
O7.E5	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.B6	nEN-early2	Sample5	14.7	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O7.C6	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.E6	IPC-div2	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells RG-like
O7.A7	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.B7	nEN-early2	Sample5	14.7	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O7.C7	nEN-early2	Sample5	14.7	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O7.F7	IPC-nEN1	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.A8	IPC-nEN3	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.B8	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.H8	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.A9	IPC-nEN3	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.B9	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.F9	nEN-early2	Sample5	14.7	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O7.G9	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.E10	nEN-early2	Sample5	14.7	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O7.F10	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.B11	nEN-early2	Sample5	14.7	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O7.C11	IPC-nEN1	Sample5	14.7	Cortex	VZ	V1	Intermediate Progenitor Cells EN-like
O7.D11	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.E11	nEN-early2	Sample5	14.7	Cortex	VZ	V1	Newborn Excitatory Neuron - early born
O7.F11	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.B12	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O7.D12	tRG	Sample5	14.7	Cortex	VZ	V1	Truncated Radial Glia
O7.G12	RG-div1	Sample5	14.7	Cortex	VZ	V1	Dividing Radial Glia (G2/M-phase)
O8.B1	IPC-div2	Sample5	14.7	Cortex	SVZ	V1	Intermediate Progenitor Cells RG-like
O8.E1	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
O8.G1	nEN-early2	Sample5	14.7	Cortex	SVZ	V1	Newborn Excitatory Neuron - early born
